instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category,windspeed_category,season_weather
16266,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,28,138,166,Hangat,Rendah,4_2
16267,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045,29,184,213,Hangat,Rendah,4_2
16268,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217,Hangat,Rendah,4_2
16269,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642,27,174,201,Hangat,Rendah,4_2
16270,4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642,26,191,217,Hangat,Rendah,4_2
16271,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342,Hangat,Rendah,4_2
16272,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563,Hangat,Sedang,4_2
16273,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573,Hangat,Rendah,4_2
16274,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343,11,375,386,Hangat,Rendah,4_2
16275,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285,Hangat,Rendah,4_1
16276,4,1,11,21,0,4,1,2,0.32,0.3333,0.66,0.1045,20,204,224,Hangat,Rendah,4_2
16277,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153,Hangat,Rendah,4_2
16278,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125,Hangat,Rendah,4_2
16279,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65,Hangat,Rendah,4_2
16280,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21,Dingin,Rendah,4_2
16281,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9,Dingin,Rendah,4_2
16282,4,1,11,3,0,5,1,2,0.3,0.303,0.65,0.1343,0,6,6,Dingin,Rendah,4_2
16283,4,1,11,4,0,5,1,2,0.3,0.3182,0.65,0.1045,0,5,5,Dingin,Rendah,4_2
16284,4,1,11,5,0,5,1,2,0.3,0.3182,0.65,0.0896,2,34,36,Dingin,Rendah,4_2
16285,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130,Dingin,Rendah,4_2
16286,4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367,Dingin,Rendah,4_2
16287,4,1,11,8,0,5,1,2,0.32,0.3333,0.57,0.1343,17,694,711,Hangat,Rendah,4_2
16288,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,21,330,351,Hangat,Rendah,4_1
16289,4,1,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,33,165,198,Hangat,Rendah,4_1
16290,4,1,11,11,0,5,1,1,0.38,0.3939,0.43,0.2239,33,185,218,Hangat,Sedang,4_1
16291,4,1,11,12,0,5,1,1,0.4,0.4091,0.43,0.2836,28,262,290,Hangat,Sedang,4_1
16292,4,1,11,13,0,5,1,1,0.42,0.4242,0.38,0.194,52,226,278,Hangat,Rendah,4_1
16293,4,1,11,14,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251,Hangat,Rendah,4_1
16294,4,1,11,15,0,5,1,1,0.42,0.4242,0.38,0.1343,30,237,267,Hangat,Rendah,4_1
16295,4,1,11,16,0,5,1,1,0.42,0.4242,0.35,0.2836,33,350,383,Hangat,Sedang,4_1
16296,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,41,539,580,Hangat,Rendah,4_1
16297,4,1,11,18,0,5,1,1,0.34,0.3333,0.53,0.1642,22,483,505,Hangat,Rendah,4_1
16298,4,1,11,19,0,5,1,1,0.36,0.3485,0.46,0.2239,26,306,332,Hangat,Sedang,4_1
16299,4,1,11,20,0,5,1,1,0.36,0.3333,0.46,0.2537,20,207,227,Hangat,Sedang,4_1
16300,4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178,Hangat,Rendah,4_1
16301,4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,23,139,162,Hangat,Sedang,4_1
16302,4,1,11,23,0,5,1,1,0.32,0.303,0.53,0.2239,14,114,128,Hangat,Sedang,4_1
16303,4,1,11,0,0,6,0,1,0.3,0.303,0.52,0.1642,11,95,106,Dingin,Rendah,4_1
16304,4,1,11,1,0,6,0,1,0.26,0.2576,0.6,0.194,13,74,87,Dingin,Rendah,4_1
16305,4,1,11,2,0,6,0,1,0.26,0.2576,0.65,0.194,8,41,49,Dingin,Rendah,4_1
16306,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21,Dingin,Rendah,4_1
16307,4,1,11,4,0,6,0,1,0.24,0.2273,0.7,0.194,1,6,7,Dingin,Rendah,4_1
16308,4,1,11,5,0,6,0,1,0.24,0.2424,0.7,0.1642,1,10,11,Dingin,Rendah,4_1
16309,4,1,11,6,0,6,0,1,0.24,0.2273,0.7,0.2239,0,21,21,Dingin,Sedang,4_1
16310,4,1,11,7,0,6,0,1,0.24,0.2273,0.7,0.194,8,70,78,Dingin,Rendah,4_1
16311,4,1,11,8,0,6,0,1,0.26,0.2576,0.65,0.2239,30,138,168,Dingin,Sedang,4_1
16312,4,1,11,9,0,6,0,1,0.34,0.3182,0.49,0.2239,48,200,248,Hangat,Sedang,4_1
16313,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.2537,62,258,320,Hangat,Sedang,4_1
16314,4,1,11,11,0,6,0,1,0.38,0.3939,0.43,0.194,80,343,423,Hangat,Rendah,4_1
16315,4,1,11,12,0,6,0,1,0.4,0.4091,0.4,0.1642,117,359,476,Hangat,Rendah,4_1
16316,4,1,11,13,0,6,0,1,0.42,0.4242,0.38,0.2537,179,346,525,Hangat,Sedang,4_1
16317,4,1,11,14,0,6,0,1,0.42,0.4242,0.38,0.194,175,380,555,Hangat,Rendah,4_1
16318,4,1,11,15,0,6,0,1,0.42,0.4242,0.35,0.2985,175,374,549,Hangat,Sedang,4_1
16319,4,1,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,144,325,469,Hangat,Sedang,4_1
16320,4,1,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,101,302,403,Hangat,Rendah,4_1
16321,4,1,11,18,0,6,0,1,0.36,0.3636,0.5,0.1045,34,237,271,Hangat,Rendah,4_1
16322,4,1,11,19,0,6,0,1,0.34,0.3485,0.53,0.0896,45,208,253,Hangat,Rendah,4_1
16323,4,1,11,20,0,6,0,2,0.34,0.3485,0.66,0.0896,30,142,172,Hangat,Rendah,4_2
16324,4,1,11,21,0,6,0,2,0.32,0.3333,0.57,0.1045,15,124,139,Hangat,Rendah,4_2
16325,4,1,11,22,0,6,0,2,0.32,0.3333,0.57,0.1045,15,130,145,Hangat,Rendah,4_2
16326,4,1,11,23,0,6,0,2,0.3,0.3182,0.7,0.1045,19,114,133,Dingin,Rendah,4_2
16327,4,1,11,0,0,0,0,2,0.3,0.303,0.7,0.1642,11,118,129,Dingin,Rendah,4_2
16328,4,1,11,1,0,0,0,1,0.3,0.2879,0.7,0.194,14,81,95,Dingin,Rendah,4_1
16329,4,1,11,2,0,0,0,1,0.28,0.2879,0.81,0.1045,8,65,73,Dingin,Rendah,4_1
16330,4,1,11,3,0,0,0,2,0.3,0.303,0.81,0.1642,9,37,46,Dingin,Rendah,4_2
16331,4,1,11,4,0,0,0,2,0.3,0.2879,0.81,0.194,4,8,12,Dingin,Rendah,4_2
16332,4,1,11,5,0,0,0,1,0.28,0.2879,0.81,0.1343,5,7,12,Dingin,Rendah,4_1
16333,4,1,11,6,0,0,0,1,0.28,0.2727,0.81,0.1642,2,13,15,Dingin,Rendah,4_1
16334,4,1,11,7,0,0,0,1,0.28,0.2727,0.81,0.194,3,39,42,Dingin,Rendah,4_1
16335,4,1,11,8,0,0,0,1,0.3,0.2879,0.75,0.2537,19,100,119,Dingin,Sedang,4_1
16336,4,1,11,9,0,0,0,1,0.32,0.303,0.7,0.2537,49,155,204,Hangat,Sedang,4_1
16337,4,1,11,10,0,0,0,1,0.34,0.303,0.66,0.2985,79,250,329,Hangat,Sedang,4_1
16338,4,1,11,11,0,0,0,1,0.38,0.3939,0.62,0.2836,92,267,359,Hangat,Sedang,4_1
16339,4,1,11,12,0,0,0,1,0.4,0.4091,0.62,0.2836,101,341,442,Hangat,Sedang,4_1
16340,4,1,11,13,0,0,0,1,0.4,0.4091,0.62,0.3284,113,334,447,Hangat,Sedang,4_1
16341,4,1,11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,125,303,428,Hangat,Sedang,4_1
16342,4,1,11,15,0,0,0,1,0.42,0.4242,0.54,0.2836,89,318,407,Hangat,Sedang,4_1
16343,4,1,11,16,0,0,0,2,0.4,0.4091,0.62,0.3284,59,313,372,Hangat,Sedang,4_2
16344,4,1,11,17,0,0,0,2,0.38,0.3939,0.66,0.2537,48,232,280,Hangat,Sedang,4_2
16345,4,1,11,18,0,0,0,1,0.36,0.3485,0.66,0.2239,36,240,276,Hangat,Sedang,4_1
16346,4,1,11,19,0,0,0,1,0.36,0.3485,0.66,0.1642,16,194,210,Hangat,Rendah,4_1
16347,4,1,11,20,0,0,0,1,0.36,0.3485,0.66,0.1642,9,120,129,Hangat,Rendah,4_1
16348,4,1,11,21,0,0,0,1,0.36,0.3333,0.66,0.2537,17,93,110,Hangat,Sedang,4_1
16349,4,1,11,22,0,0,0,2,0.36,0.3333,0.66,0.2537,8,66,74,Hangat,Sedang,4_2
16350,4,1,11,23,0,0,0,1,0.36,0.3485,0.66,0.2239,6,53,59,Hangat,Sedang,4_1
16351,4,1,11,0,0,1,1,1,0.36,0.3485,0.66,0.2239,5,22,27,Hangat,Sedang,4_1
16352,4,1,11,1,0,1,1,2,0.36,0.3485,0.66,0.2239,0,19,19,Hangat,Sedang,4_2
16353,4,1,11,2,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,5,Hangat,Sedang,4_2
16354,4,1,11,3,0,1,1,2,0.36,0.3485,0.66,0.2239,0,2,2,Hangat,Sedang,4_2
16355,4,1,11,4,0,1,1,2,0.36,0.3485,0.66,0.2239,1,11,12,Hangat,Sedang,4_2
16356,4,1,11,5,0,1,1,2,0.36,0.3485,0.66,0.2239,1,38,39,Hangat,Sedang,4_2
16357,4,1,11,6,0,1,1,2,0.36,0.3333,0.66,0.2537,3,128,131,Hangat,Sedang,4_2
16358,4,1,11,7,0,1,1,2,0.36,0.3333,0.66,0.2985,5,381,386,Hangat,Sedang,4_2
16359,4,1,11,8,0,1,1,2,0.36,0.3333,0.66,0.2985,13,650,663,Hangat,Sedang,4_2
16360,4,1,11,9,0,1,1,2,0.36,0.3333,0.66,0.2537,18,260,278,Hangat,Sedang,4_2
16361,4,1,11,10,0,1,1,2,0.36,0.3333,0.66,0.2537,33,106,139,Hangat,Sedang,4_2
16362,4,1,11,11,0,1,1,2,0.38,0.3939,0.66,0.2537,33,164,197,Hangat,Sedang,4_2
16363,4,1,11,12,0,1,1,2,0.4,0.4091,0.62,0.2836,35,207,242,Hangat,Sedang,4_2
16364,4,1,11,13,0,1,1,1,0.44,0.4394,0.54,0.2537,46,205,251,Hangat,Sedang,4_1
16365,4,1,11,14,0,1,1,1,0.44,0.4394,0.54,0.2537,47,170,217,Hangat,Sedang,4_1
16366,4,1,11,15,0,1,1,1,0.44,0.4394,0.54,0.194,44,213,257,Hangat,Rendah,4_1
16367,4,1,11,16,0,1,1,1,0.42,0.4242,0.58,0.2537,55,325,380,Hangat,Sedang,4_1
16368,4,1,11,17,0,1,1,2,0.42,0.4242,0.58,0.194,33,586,619,Hangat,Rendah,4_2
16369,4,1,11,18,0,1,1,2,0.4,0.4091,0.58,0.2537,21,559,580,Hangat,Sedang,4_2
16370,4,1,11,19,0,1,1,2,0.4,0.4091,0.58,0.2836,25,381,406,Hangat,Sedang,4_2
16371,4,1,11,20,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,259,Hangat,Sedang,4_2
16372,4,1,11,21,0,1,1,2,0.38,0.3939,0.54,0.2239,15,188,203,Hangat,Sedang,4_2
16373,4,1,11,22,0,1,1,1,0.34,0.3485,0.66,0.1045,7,106,113,Hangat,Rendah,4_1
16374,4,1,11,23,0,1,1,1,0.34,0.3485,0.66,0.1045,2,72,74,Hangat,Rendah,4_1
16375,4,1,11,0,0,2,1,1,0.32,0.3333,0.7,0.1343,3,26,29,Hangat,Rendah,4_1
16376,4,1,11,1,0,2,1,1,0.34,0.3485,0.66,0.1045,3,10,13,Hangat,Rendah,4_1
16377,4,1,11,2,0,2,1,2,0.32,0.3333,0.76,0.0896,0,5,5,Hangat,Rendah,4_2
16378,4,1,11,3,0,2,1,2,0.34,0.3485,0.71,0.1045,0,2,2,Hangat,Rendah,4_2
16379,4,1,11,4,0,2,1,2,0.34,0.3333,0.66,0.194,0,6,6,Hangat,Rendah,4_2
16380,4,1,11,5,0,2,1,2,0.34,0.3333,0.66,0.1343,2,32,34,Hangat,Rendah,4_2
16381,4,1,11,6,0,2,1,2,0.34,0.3333,0.71,0.1642,2,146,148,Hangat,Rendah,4_2
16382,4,1,11,7,0,2,1,1,0.32,0.3333,0.76,0.0896,7,411,418,Hangat,Rendah,4_1
16383,4,1,11,8,0,2,1,1,0.34,0.3333,0.71,0.1343,16,649,665,Hangat,Rendah,4_1
16384,4,1,11,9,0,2,1,2,0.36,0.3788,0.71,0.0,28,298,326,Hangat,Rendah,4_2
16385,4,1,11,10,0,2,1,2,0.4,0.4091,0.66,0.0896,32,144,176,Hangat,Rendah,4_2
16386,4,1,11,11,0,2,1,2,0.42,0.4242,0.67,0.0896,45,160,205,Hangat,Rendah,4_2
16387,4,1,11,12,0,2,1,2,0.42,0.4242,0.67,0.0,70,243,313,Hangat,Rendah,4_2
16388,4,1,11,13,0,2,1,2,0.44,0.4394,0.58,0.0,49,218,267,Hangat,Rendah,4_2
16389,4,1,11,14,0,2,1,2,0.44,0.4394,0.58,0.1045,47,177,224,Hangat,Rendah,4_2
16390,4,1,11,15,0,2,1,2,0.46,0.4545,0.55,0.1045,61,226,287,Hangat,Rendah,4_2
16391,4,1,11,16,0,2,1,2,0.42,0.4242,0.62,0.0896,60,335,395,Hangat,Rendah,4_2
16392,4,1,11,17,0,2,1,2,0.4,0.4091,0.71,0.1642,37,553,590,Hangat,Rendah,4_2
16393,4,1,11,18,0,2,1,2,0.4,0.4091,0.66,0.0896,16,534,550,Hangat,Rendah,4_2
16394,4,1,11,19,0,2,1,2,0.4,0.4091,0.71,0.0,23,361,384,Hangat,Rendah,4_2
16395,4,1,11,20,0,2,1,2,0.38,0.3939,0.76,0.0,11,224,235,Hangat,Rendah,4_2
16396,4,1,11,21,0,2,1,1,0.36,0.3788,0.71,0.0,14,143,157,Hangat,Rendah,4_1
16397,4,1,11,22,0,2,1,1,0.36,0.3788,0.71,0.0,7,115,122,Hangat,Rendah,4_1
16398,4,1,11,23,0,2,1,1,0.32,0.3333,0.81,0.1045,1,82,83,Hangat,Rendah,4_1
16399,4,1,11,0,0,3,1,1,0.34,0.3636,0.81,0.0,1,25,26,Hangat,Rendah,4_1
16400,4,1,11,1,0,3,1,1,0.32,0.3333,0.81,0.1045,1,13,14,Hangat,Rendah,4_1
16401,4,1,11,2,0,3,1,1,0.28,0.2879,0.87,0.1045,2,6,8,Dingin,Rendah,4_1
16402,4,1,11,3,0,3,1,1,0.28,0.2879,0.87,0.1045,0,2,2,Dingin,Rendah,4_1
16403,4,1,11,4,0,3,1,1,0.28,0.2879,0.87,0.1045,0,10,10,Dingin,Rendah,4_1
16404,4,1,11,5,0,3,1,1,0.28,0.2879,0.87,0.1045,1,28,29,Dingin,Rendah,4_1
16405,4,1,11,6,0,3,1,1,0.28,0.303,0.87,0.0896,2,99,101,Dingin,Rendah,4_1
16406,4,1,11,7,0,3,1,1,0.26,0.2879,0.87,0.0896,11,262,273,Dingin,Rendah,4_1
16407,4,1,11,8,0,3,1,2,0.28,0.303,0.81,0.0896,12,539,551,Dingin,Rendah,4_2
16408,4,1,11,9,0,3,1,1,0.32,0.3333,0.76,0.0896,45,320,365,Hangat,Rendah,4_1
16409,4,1,11,10,0,3,1,1,0.36,0.3788,0.62,0.0,22,150,172,Hangat,Rendah,4_1
16410,4,1,11,11,0,3,1,1,0.4,0.4091,0.5,0.194,43,198,241,Hangat,Rendah,4_1
16411,4,1,11,12,0,3,1,1,0.44,0.4394,0.41,0.194,74,270,344,Hangat,Rendah,4_1
16412,4,1,11,13,0,3,1,1,0.44,0.4394,0.35,0.2239,70,295,365,Hangat,Sedang,4_1
16413,4,1,11,14,0,3,1,1,0.46,0.4545,0.33,0.194,84,329,413,Hangat,Rendah,4_1
16414,4,1,11,15,0,3,1,1,0.46,0.4545,0.36,0.0896,68,381,449,Hangat,Rendah,4_1
16415,4,1,11,16,0,3,1,1,0.44,0.4394,0.33,0.1343,59,410,469,Hangat,Rendah,4_1
16416,4,1,11,17,0,3,1,1,0.4,0.4091,0.4,0.1642,41,333,374,Hangat,Rendah,4_1
16417,4,1,11,18,0,3,1,1,0.42,0.4242,0.38,0.1045,24,287,311,Hangat,Rendah,4_1
16418,4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.194,23,220,243,Hangat,Rendah,4_1
16419,4,1,11,20,0,3,1,1,0.34,0.3485,0.61,0.1045,11,125,136,Hangat,Rendah,4_1
16420,4,1,11,21,0,3,1,1,0.36,0.3788,0.5,0.0,8,97,105,Hangat,Rendah,4_1
16421,4,1,11,22,0,3,1,1,0.34,0.3636,0.49,0.0,6,82,88,Hangat,Rendah,4_1
16422,4,1,11,23,0,3,1,1,0.32,0.3485,0.61,0.0,7,50,57,Hangat,Rendah,4_1
16423,4,1,11,0,1,4,0,1,0.32,0.3333,0.66,0.0896,3,43,46,Hangat,Rendah,4_1
16424,4,1,11,1,1,4,0,1,0.28,0.303,0.65,0.0896,5,37,42,Dingin,Rendah,4_1
16425,4,1,11,2,1,4,0,1,0.24,0.2576,0.75,0.0896,3,15,18,Dingin,Rendah,4_1
16426,4,1,11,3,1,4,0,1,0.24,0.2576,0.75,0.1045,0,6,6,Dingin,Rendah,4_1
16427,4,1,11,4,1,4,0,1,0.22,0.2273,0.8,0.1343,1,2,3,Dingin,Rendah,4_1
16428,4,1,11,5,1,4,0,1,0.24,0.2576,0.75,0.1045,2,6,8,Dingin,Rendah,4_1
16429,4,1,11,6,1,4,0,1,0.26,0.2727,0.7,0.1045,2,15,17,Dingin,Rendah,4_1
16430,4,1,11,7,1,4,0,1,0.22,0.2273,0.75,0.1343,7,49,56,Dingin,Rendah,4_1
16431,4,1,11,8,1,4,0,1,0.24,0.2424,0.75,0.1343,20,77,97,Dingin,Rendah,4_1
16432,4,1,11,9,1,4,0,1,0.3,0.3333,0.65,0.0,25,94,119,Dingin,Rendah,4_1
16433,4,1,11,10,1,4,0,1,0.36,0.3636,0.57,0.1045,65,154,219,Hangat,Rendah,4_1
16434,4,1,11,11,1,4,0,1,0.42,0.4242,0.41,0.0896,89,143,232,Hangat,Rendah,4_1
16435,4,1,11,12,1,4,0,1,0.44,0.4394,0.35,0.0,117,145,262,Hangat,Rendah,4_1
16436,4,1,11,13,1,4,0,1,0.46,0.4545,0.31,0.0,125,144,269,Hangat,Rendah,4_1
16437,4,1,11,14,1,4,0,1,0.48,0.4697,0.29,0.0,125,95,220,Hangat,Rendah,4_1
16438,4,1,11,15,1,4,0,1,0.48,0.4697,0.29,0.0,132,96,228,Hangat,Rendah,4_1
16439,4,1,11,16,1,4,0,1,0.46,0.4545,0.33,0.0,101,81,182,Hangat,Rendah,4_1
16440,4,1,11,17,1,4,0,1,0.44,0.4394,0.35,0.0,66,43,109,Hangat,Rendah,4_1
16441,4,1,11,18,1,4,0,1,0.4,0.4091,0.43,0.0,16,54,70,Hangat,Rendah,4_1
16442,4,1,11,19,1,4,0,1,0.36,0.3788,0.76,0.0,13,31,44,Hangat,Rendah,4_1
16443,4,1,11,20,1,4,0,1,0.34,0.3636,0.71,0.0,15,37,52,Hangat,Rendah,4_1
16444,4,1,11,21,1,4,0,1,0.34,0.3485,0.61,0.0896,7,39,46,Hangat,Rendah,4_1
16445,4,1,11,22,1,4,0,1,0.32,0.3485,0.61,0.0,8,36,44,Hangat,Rendah,4_1
16446,4,1,11,23,1,4,0,1,0.3,0.3333,0.7,0.0,8,28,36,Dingin,Rendah,4_1
16447,4,1,11,0,0,5,1,1,0.28,0.3182,0.65,0.0,0,32,32,Dingin,Rendah,4_1
16448,4,1,11,1,0,5,1,1,0.28,0.303,0.81,0.0896,2,11,13,Dingin,Rendah,4_1
16449,4,1,11,2,0,5,1,1,0.26,0.2879,0.75,0.0896,1,4,5,Dingin,Rendah,4_1
16450,4,1,11,3,0,5,1,1,0.26,0.303,0.7,0.0,1,0,1,Dingin,Rendah,4_1
16451,4,1,11,4,0,5,1,1,0.24,0.2576,0.75,0.1045,1,3,4,Dingin,Rendah,4_1
16452,4,1,11,5,0,5,1,1,0.24,0.2879,0.81,0.0,0,10,10,Dingin,Rendah,4_1
16453,4,1,11,6,0,5,1,1,0.24,0.2879,0.81,0.0,0,20,20,Dingin,Rendah,4_1
16454,4,1,11,7,0,5,1,1,0.24,0.2879,0.81,0.0,5,72,77,Dingin,Rendah,4_1
16455,4,1,11,8,0,5,1,1,0.24,0.2576,0.87,0.0896,11,83,94,Dingin,Rendah,4_1
16456,4,1,11,9,0,5,1,1,0.28,0.2879,0.75,0.1045,32,80,112,Dingin,Rendah,4_1
16457,4,1,11,10,0,5,1,1,0.34,0.3333,0.61,0.1642,87,114,201,Hangat,Rendah,4_1
16458,4,1,11,11,0,5,1,1,0.4,0.4091,0.5,0.194,121,130,251,Hangat,Rendah,4_1
16459,4,1,11,12,0,5,1,1,0.44,0.4394,0.38,0.2537,186,193,379,Hangat,Sedang,4_1
16460,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2836,224,200,424,Hangat,Sedang,4_1
16461,4,1,11,14,0,5,1,1,0.5,0.4848,0.36,0.2537,240,195,435,Hangat,Sedang,4_1
16462,4,1,11,15,0,5,1,1,0.48,0.4697,0.41,0.2537,233,214,447,Hangat,Sedang,4_1
16463,4,1,11,16,0,5,1,2,0.48,0.4697,0.41,0.1045,158,199,357,Hangat,Rendah,4_2
16464,4,1,11,17,0,5,1,2,0.48,0.4697,0.39,0.0896,117,183,300,Hangat,Rendah,4_2
16465,4,1,11,18,0,5,1,2,0.46,0.4545,0.44,0.0,50,158,208,Hangat,Rendah,4_2
16466,4,1,11,19,0,5,1,2,0.46,0.4545,0.47,0.1642,33,121,154,Hangat,Rendah,4_2
16467,4,1,11,20,0,5,1,1,0.46,0.4545,0.41,0.0896,42,100,142,Hangat,Rendah,4_1
16468,4,1,11,21,0,5,1,1,0.46,0.4545,0.47,0.2537,23,75,98,Hangat,Sedang,4_1
16469,4,1,11,22,0,5,1,1,0.44,0.4394,0.33,0.5224,16,63,79,Hangat,Tinggi,4_1
16470,4,1,11,23,0,5,1,1,0.42,0.4242,0.38,0.4478,20,47,67,Hangat,Sedang,4_1
16471,4,1,11,0,0,6,0,1,0.4,0.4091,0.37,0.4179,9,33,42,Hangat,Sedang,4_1
16472,4,1,11,1,0,6,0,1,0.34,0.2879,0.42,0.4925,1,19,20,Hangat,Sedang,4_1
16473,4,1,11,2,0,6,0,1,0.32,0.2727,0.39,0.6119,10,22,32,Hangat,Tinggi,4_1
16474,4,1,11,3,0,6,0,1,0.28,0.2576,0.41,0.3582,6,5,11,Dingin,Sedang,4_1
16475,4,1,11,4,0,6,0,1,0.26,0.2121,0.41,0.4478,1,2,3,Dingin,Sedang,4_1
16476,4,1,11,5,0,6,0,1,0.26,0.2273,0.41,0.3284,1,2,3,Dingin,Sedang,4_1
16477,4,1,11,6,0,6,0,1,0.24,0.2121,0.44,0.2836,1,9,10,Dingin,Sedang,4_1
16478,4,1,11,7,0,6,0,2,0.26,0.2273,0.41,0.3284,4,21,25,Dingin,Sedang,4_2
16479,4,1,11,8,0,6,0,2,0.26,0.2121,0.44,0.4627,7,55,62,Dingin,Sedang,4_2
16480,4,1,11,9,0,6,0,2,0.26,0.2121,0.41,0.4478,26,96,122,Dingin,Sedang,4_2
16481,4,1,11,10,0,6,0,2,0.26,0.2273,0.44,0.2985,46,96,142,Dingin,Sedang,4_2
16482,4,1,11,11,0,6,0,2,0.28,0.2576,0.41,0.2985,55,131,186,Dingin,Sedang,4_2
16483,4,1,11,12,0,6,0,2,0.3,0.2576,0.36,0.6119,53,146,199,Dingin,Tinggi,4_2
16484,4,1,11,13,0,6,0,1,0.32,0.303,0.36,0.3284,64,161,225,Hangat,Sedang,4_1
16485,4,1,11,14,0,6,0,1,0.32,0.2879,0.33,0.4627,58,149,207,Hangat,Sedang,4_1
16486,4,1,11,15,0,6,0,1,0.3,0.2727,0.36,0.4627,59,139,198,Dingin,Sedang,4_1
16487,4,1,11,16,0,6,0,1,0.28,0.2424,0.38,0.4478,43,127,170,Dingin,Sedang,4_1
16488,4,1,11,17,0,6,0,1,0.26,0.2273,0.41,0.3881,29,97,126,Dingin,Sedang,4_1
16489,4,1,11,18,0,6,0,1,0.26,0.2273,0.38,0.3881,22,123,145,Dingin,Sedang,4_1
16490,4,1,11,19,0,6,0,1,0.26,0.2424,0.41,0.2537,9,74,83,Dingin,Sedang,4_1
16491,4,1,11,20,0,6,0,1,0.24,0.2121,0.44,0.2836,3,55,58,Dingin,Sedang,4_1
16492,4,1,11,21,0,6,0,1,0.24,0.2273,0.44,0.194,9,66,75,Dingin,Rendah,4_1
16493,4,1,11,22,0,6,0,1,0.24,0.2273,0.44,0.2537,7,69,76,Dingin,Sedang,4_1
16494,4,1,11,23,0,6,0,1,0.24,0.2273,0.44,0.194,9,48,57,Dingin,Rendah,4_1
16495,4,1,11,0,0,0,0,1,0.22,0.2121,0.47,0.2537,3,31,34,Dingin,Sedang,4_1
16496,4,1,11,1,0,0,0,1,0.22,0.2273,0.44,0.194,4,32,36,Dingin,Rendah,4_1
16497,4,1,11,2,0,0,0,1,0.22,0.197,0.44,0.3582,1,27,28,Dingin,Sedang,4_1
16498,4,1,11,3,0,0,0,1,0.22,0.2727,0.44,0.0,0,8,8,Dingin,Rendah,4_1
16499,4,1,11,4,0,0,0,1,0.22,0.2727,0.44,0.0,1,1,2,Dingin,Rendah,4_1
16500,4,1,11,5,0,0,0,2,0.22,0.2273,0.47,0.1642,0,3,3,Dingin,Rendah,4_2
16501,4,1,11,6,0,0,0,2,0.22,0.2424,0.47,0.1045,1,10,11,Dingin,Rendah,4_2
16502,4,1,11,7,0,0,0,2,0.22,0.2424,0.51,0.1045,2,19,21,Dingin,Rendah,4_2
16503,4,1,11,8,0,0,0,2,0.22,0.2273,0.51,0.194,2,32,34,Dingin,Rendah,4_2
16504,4,1,11,9,0,0,0,2,0.24,0.2273,0.48,0.2239,13,83,96,Dingin,Sedang,4_2
16505,4,1,11,10,0,0,0,1,0.24,0.2273,0.48,0.2537,15,124,139,Dingin,Sedang,4_1
16506,4,1,11,11,0,0,0,2,0.26,0.2576,0.41,0.2239,49,155,204,Dingin,Sedang,4_2
16507,4,1,11,12,0,0,0,2,0.26,0.2576,0.41,0.2239,37,165,202,Dingin,Sedang,4_2
16508,4,1,11,13,0,0,0,2,0.26,0.2576,0.41,0.1642,37,158,195,Dingin,Rendah,4_2
16509,4,1,11,14,0,0,0,2,0.3,0.2879,0.42,0.2537,33,170,203,Dingin,Sedang,4_2
16510,4,1,11,15,0,0,0,1,0.3,0.2879,0.42,0.2537,36,209,245,Dingin,Sedang,4_1
